Place_Id,Place_Name,Category,Rating,Content
157,Pantai Baron,Bahari,4.4,pantai baron salah satu objek wisata upa pantai letak desa madang camat tanjungsari kabupaten gunungkidul lokasi pantai baron tempuh 40 km daeri pusat kota yogyakarta asal mula nama pantai baron asal nama orang bangsawan asal belanda nama baron skeber bangsawan sebut pernah darat kapal pantai selatan tepat pantai kenal sebut pantai baron jalan tuju objek wisata pantai baron cukup baik lalu kendara pribadi sepeda motor bus objek wisata pantai baron rupa pantai bentuk cekung pantai pantai baron sedia aneka ikan laut olah ikan biasa jual pantai baron udang windu kakap bawal putih tongkol pantai baron milik fasilitas upa tempat lelang ikan wahana main anak perahu mesin toko cenderamata buah sirkaya pisang tanduk sirsak bagai macam cenderamata buat kerang laut cenderamata bahan kerang banyak jual pantai baron bros tirai kerang lampu hias cermin hias karang figura aneka karakter hewan buat kerang laut upacara sedekah laut upacara sering laku masyarakat gunungkidul pantai baron salah satu tempat selenggara upacara sedekah laut sebut upacara sedekah laut selenggara tiap tanggal satu syuro tanggal jawa upacara sedekah laut laku bagai ungkap rasa syukur duduk tempat atas limpah tangkap ikan pantai baron awal bagai besar duduk pantai baron bukan nelayan tani olah kebun suatu orang mulai tangkap ikan pinggir pantai banyak ikan kemudian banyak duduk ikut orang sebut tangkap ikan makin lama ikan pinggir pantai makin sedikit kemudian duduk coba tangkap ikan tengah laut rakit kayu kapal pantai suatu jadi tragedi nelayan tangkap ikan tengah laut gigit ikan hiu kabar siar mana jadi perintah sumbang perahu nelayan pantai baron uni pantai baron sunga bawah tanah alir cukup deras arah laut sungai bawah tanah sebut alir arah laut bentuk buah sungai unik sungai bawah tanah pantai baron rasa air tawar meski sangat dekat laut unjung berani main renang laut main air renang alir sungai bawah tanah sebut pandang pantai baron buah bukit ada di sekitar pantai unjung nikmat indah pantai atas bukit sebut bahari
158,Pantai Pok Tunggal,Bahari,4.5,pantai pok tunggal biasa sebut the hidden paradise surga sembunyi salah satu objek wisata yogyakarta tepat desa tepus tepus gunung kidul yogyakarta hitung kota jarak tempuh jauh 80 km 2 jam jalan nnama pantai pok tunggal ambil pantai sebut buah pohon duras tua diri kokoh hingga pantai keliling tebing bukit karst tebing karang tumbuh pohon lebat huni kera jinak unik pantai milik alir sungai air tawar bawah tanah jadi sumber hidup masyarakat pantai layak pantai selatan pantai pok tunggal milik pasir putih halus bentang panjang pantai pantai pok tunggal jaga bersih alami npantai sangat ramai kunjung baik libur maupun hari biasa banyak sekali aktivitas tawar pantai pok tunggal diving snorkeling renang kemah foto spot spot foto indah hingga aktivitas ekstrem rock climbing bahari
159,Hutan Pinus Asri,Cagar Alam,4.5,hampir semua kawasan daerah dlingo banyak tumbuh pohon pinus salah satu kawasan hutan pinus asri dusun karangasem indah tak heran banyak wisatawan datang foto udara sejuk kolaborasi jajar pohon pinus nan indah perhati pandang pohon pinus lihat pandang northwest pacific kabut tipis pagi hari limut tenang cagar alam
160,Pasar Kebon Empring Bintaran,Pusat Perbelanjaan,4.4,pasar kebon empring rupa salah satu objek wisata camat piyungan tawar kuliner tradisional sego nasi wader jangan lombok sego lele sego welut sego wiwit tengkleng sego tel geblek hingga dawet batok seruni harga tawar relatif murah mulai rp3 000 rp17 000 pasar kebon pring mulai buka kunjung wisatawan 17 mei 2018 nama pasar kebon empring hampir keliling objek wisata sebut pohon bambu empring bahasa jawa lokasi sebut mulai jadi objek wisata awal banyak orang berswafoto jembatan kali gawe lokasi pasar kebon empring jembatan kali gawe resmi februari 2018 empat bulan kemudian warga tempat manfaat kembang jadi lokasi wisata tambah sarana prasarana tunjang wisata taman destinasi swafoto bale atas kali gawe pusat belanja
161,"Bukit Paralayang, Watugupit",Cagar Alam,4.7,bukit paralayang parangtritis rupa tempat wisata yogyakarta tempat saji pandang pantai parangtritis atas bukit tinggi 900 mdpl pandang matahari benam bukit paralayang parangtritis olahraga ekstrem paralayang wisatawan tarik ahli damping awal bukit bukit biasa kemudian tahun 1991 buat landas beton pertama olahraga paralayang kemudian lanjut bangun fasilitas pendopo tangga area parkir tahun 1998 cagar alam
162,Kampung Wisata Dipowinatan,Budaya,4.5,kampung wisata dipowinatan buah kampung kembang dinas pariwisata yogyakarta tuju pariwisata kampung sebut rupa salah satu 17 sedang kembang perintah kota yogyakarta pepat kampung dipowinatan lurah camat mergangsan kota yogyakarta unggul utama tonjol kampung konsep live in rekreasi padu masyarakat sekaligus baur unsur budaya lokalitas masyarakat di kampung sebut unjung suguh beberapa fasilitas unik kunjung rumah keluarga jawa kena pakai adat jawa tambah hibur seni sekaligus saji kuliner khas jawa budaya
163,Watu Mabur Mangunan,Cagar Alam,4.5,kawasan tebing watu mabur bilang lama kenal masyarakat memang jadi potensi wisata kawasan mangun kembang rupa kawasan tebing watu mabur rupa kawasan kemah area kemah sendiri cukup luas tampung puluh tenda besar sekarang kawasan kemah jarang aktivitas kemah yogyakarta banyak spot kemah unjung tebing watu mabur lengkap coba beberapa spot foto sekarang sangat hits spot foto paling kenal ialah jalan raya landas pacu ujung tepat hadap jurang foto tempat seperti sedang di jalan ujung cagar alam
164,Pintoe Langit Dahromo,Cagar Alam,4.4,pintu langit dahromo sedia bagai spot selfie hitz instagramable latar belakang panorama indah kota jogja istimewa adapun bagai spot foto sebut spot foto rumah bunga pintu langit gardu pandang bentuk love sayap capung pintu langit dahromo lokasi jl dahromo karang asem muntuk dlingo bantul daerah istimewa yogyakarta 55783 tepat di jalur wisata bukit belah selatan bukit lintang sewu capai pintu langit rute jalan lalu cukup mudah dekat wisata cagar alam
165,Green Village Gedangsari,Taman Hiburan,4.2,wisata green village gedangsari gunungkidul rupa wisata alam cukup takjub pesona alam upa hampar pohon hijau rindang udara sejuk bahkan sekarang hadir loh wahana flying fox panjang se asia tenggara datar tinggi unjung saksi panorama kota jogja klaten hingga kota solo beberapa giat libur senang laku libur green village gunungkidul panjang jalan setapak awal gerbang masuk hingga lokasi puncak tak perlu heran kalau banyak unjung berswafoto panjang jalan sebut ingat pesona alam asri sangat cocok jadi background berswafoto bareng keluarga teman bareng pasang banyak unjung bawa tongkat selfie bahkan pesawat drone rekam momen seru indah alam gunungkidul lalu jepret kamera taman hibur
166,Kebun Teh Nglinggo,Cagar Alam,4.5,wisata kebun teh nglinggo satu kebun teh yogyakarta benar kebun teh rupa tempat mata cahari duduk pagerhajo kemudian warga punya ide jadi bagai tempat wisata pesona alam kebun teh nglinggo jadi objek wisata cukup kenal kulon progo kebun teh nglinggo letak wilayah bukit toreh lokasi desa wisata nglinggo nglinggo barat pagerharjo samigaluh kabupaten kulon progo diy wisata tawar objek wisata upa hampar kebun teh luas 136 hektare tinggi 900 1000 mdpl sana unjung lihat petik daun teh ikut panen daun teh kurang puas unjung naik hingga puncak kendeng gunung kukus manja pandang alam mikat mata udara sejuk gunung alami puncak sebut unjung saji pandang delapan gunung besar jogja jawa tengah unjung jajah kebun teh nglinggo jeep motor trail meski buka pukul 06 00 18 00 wib kebun teh nglinggo jadi objek wisata buru sunrise unjung malam home stay untuk harga tiket masuk objek wisata kebun teh nglinggo besar rp 5000 per orang cagar alam
167,Geoforest Watu Payung Turunan,Cagar Alam,4.5,buru indah matahari terbit tinggal domisili yogyakarta geoforest watu payung turun rupa tuju tepat indah matahari terbit panorama alam uni ornamen rupa padu sempurna saji geoforest watu payung turun tak potret obyek wisata pas sekadar santa nikmat indah pagi cagar alam
168,Pantai Timang,Bahari,4.7,pantai timang objek wisata upa pantai wilayah jadi batas laut darat letak kabupaten gunungkidul daerah istimewa yogyakarta pantai timang rupa salah satu pantai yogyakarta pasir warna putih pantai timang letak pantai siung pantai sundak gunungkidul aksesn tuju pantai cukup sulit jalan arah pantai banyak aspal lokasi pantai cukup pencil uni pantai ialah buah pulau jadi habitat lobster laut seberang pantai bahari
169,Puncak Segoro,Cagar Alam,4.2,puncak segoro jadi destinasi wisata baru yogyakarta tawar saji pesona sunset pesona puncak segoro jogja sendiri lokasi pinggir pantai selatan yogyakarta beri nama puncak segoro lokasi atas laut lanscape pandang alam luar biasa upa tebing tinggi hadap laut kidul buat indah panorama saji istimewa cagar alam
170,Candi Borobudur,Budaya,4.7,borobudur bahasa jawa translit candhi barabudhur buah candi buddha letak borobudur magelang jawa tengah indonesia candi letak kurang lebih 100 km belah barat daya semarang 86 km belah barat surakarta 40 km belah barat laut yogyakarta candi bentuk stupa diri anut agama buddha mahayana tahun 800 an masehi masa perintah wangsa syailendra borobudur candi kuil buddha besar dunia sekaligus salah satu monumen buddha besar dunia nmonumen diri atas enam teras bentuk bujur sangkar atas tiga latar lingkar dinding hias 2 672 panel relief asli 504 arca buddha borobudur milik koleksi relief buddha lengkap banyak dunia stupa utama besar tetak tengah sekaligus mahkota bangun keliling tiga baris lingkar 72 stupa lubang arca buddha tengah duduk sila posisi teratai sempurna mudra sikap tangan dharmachakra mudra putar roda dharma nmonumen rupa model alam semesta bangun bagai tempat suci mulia buddha sekaligus fungsi bagai tempat ziarah tuntun umat manusia alih alam nafsu duniawi tuju cerah bijaksana sesuai ajar buddha ziarah masuk lalu sisi timur mulai ritual dasar candi jalan lingkar bangun suci arah jarum jam terus naik unda ikut lalu tiga tingkat ranah kosmologi buddha tiga tingkat k madh tu ranah hawa nafsu rupadhatu ranah wujud arupadhatu ranah tak wujud jalan ziarah jalan lalu rangkai lorong tangga saksi tak kurang 1 460 panel relief indah ukir dinding pagar langkan nmenurut bukti sejarah borobudur tinggal abad 14 iring lemah pengaruh raja hindu buddha jawa mulai masuk pengaruh islam dunia mulai sadar bangun sejak temu 1814 sir thomas stamford raffles jabat bagai gubernur jenderal inggris atas jawa sejak itu borobudur alami rangkai upaya selamat pugar baik proyek pugar besar gelar kurun waktu 1975 hingga 1982 atas upaya perintah republik indonesia unesco kemudian situs sejarah masuk daftar situs waris dunia borobudur kini bagai tempat ziarah agama tiap tahun umat buddha datang seluruh indonesia mancanegara kumpul borobudur ingat trisuci waisak dunia pariwisata borobudur objek wisata tunggal indonesia paling banyak kunjung wisatawan budaya
171,Candi Ijo,Budaya,4.6,candi ijo bahasa jawa translit candhi ijo buah kompleks candi corak hindu 4 kilometer arah tenggara candi ratu boko kira 18 kilometer belah timur kota yogyakarta candi kira bangun kurun abad 10 ke 11 masehi zaman raja medang periode mataram budaya
172,Pantai Indrayanti,Bahari,4.5,pantai indrayanti tawar indah alam takjub hampar pasir biru laut jadi pesona tiada pantai indrayanti rupa salah satu tempat wisata yogyakarta jadi rekomendasi wisatawan kamu rasa jenuh malioboro pantai jadi pilih bahari
173,Pantai Nglambor,Bahari,4.4,pantai nglambor buah pantai eksotis letak lurah purwodadi camat tepus gunung kidul daerah istimewa yogyakarta lokasi persis belah barat pantai siung belah timur pantai jogan jarak kurang lebih 74 km pusat kota jogja pantai tawar panorama pantai indah batu karang besar rupa kura persis depan teluk nair laut jernih jadi unjung leluasa lihat karang rumput laut ikan bagai warna jaran aneka biota laut muka air unjung laku snorkeling renang pantai khawatir gulung ombak besar memang lokasi pantai teluk seringkali unjung asal luar kota bahkan luar negeri turis belanda prancis singapura bahari
174,Pasar Beringharjo,Pusat Perbelanjaan,4.5,pasar beringharjo bahasa jawa translit pasar beringharjo pasar tua nilai historis filosofis pisah keraton yogyakarta beringharjo milik makna harafiah hutan pohon beringin harap beri sejahtera warga yogyakarta pasar beringharjo letak jalan jenderal ahmad yani nomor 16 yogyakarta banyak jenis barang beli pasar beringharjo mulai batik jajan pasar uang kuno pakai anak dewasa makan cepat saji bahan dasar jamu tradisional sembako hingga barang antik pusat belanja
175,Museum Ullen Sentalu,Budaya,4.7,museum ullen sentalu bahasa jawa translit musiyum ull n sentalu letak camat pakem kaliurang kabupaten sleman daerah istimewa yogyakarta museum tampil budaya hidup bangsawan dinasti mataram kasunanan surakarta sultan yogyakarta praja mangkunegaran kadipaten pakualaman koleksi macam batik baik gaya yogyakarta maupun surakarta nmuseum tampil tokoh raja permaisuri bagai macam pakai kena baik acara formal maupun hari nnama ullen sentalu rupa akronim bahasa jawa ulating blencong sejatine tataraning lumaku arti nyala lampu blencong bagai tunjuk umat manusia lang titi hidup falsafah ambil buah lampu minyak tunjuk wayang kulit blencong rupa cahaya selalu gerak arah rang jalan hidup museum diri salah orang bangsawan yogyakarta kenal sangat dekat keluarga keraton surakarta yogyakarta ndi museum ullen sentalu tahu bagaimana leluhur jawa buat batik milik arti makna dalam tiap corak bagai sejarah kena budaya jawa masa mataram kuno hingga mataram islam segala atur museum bangun baik mampu buat unjung serap masa jawa kuno kagum budaya
176,Museum Gunung Merapi,Budaya,4.4,museum gunung rapi bahasa jawa translit musiyum gunung rapi rupa museum sejarah yogyakarta tepat jln boyong dusun banteng desa hargobinangun camat pakem kabupaten sleman daerah istimewa yogyakarta lima kilometer kawasan objek wisata kaliurang museum gunung rapi resmi tanggal 1 oktober 2009 menteri energi sumber daya mineral esdm purnomo yusgiantoro ndengan luas bangun 4 470 diri atas tanah luas 3 5 hektare museum depan lengkap taman area parkir plasa kenal masyarakat bagai museum gunungapi rapi semboyan rapi jendela bumi nmuseum gunung rapi jadi bagai sarana didik penyebarluasan informasi aspek kegunungapian khusus bencana geologi sifat rekreatif edukatif masyarakat luas tuju beri wawas paham aspek ilmiah maupun sosial budaya kait gunungapi sumber bencana geologi museum gunungapi harap jadi solusi alternatif bagai sarana sangat penting potensial bagai pusat layan informasi kegunungapian upaya cerdas hidup masyarakat bagai media tingkat sadar waspada masyarakat manfaat ancam bahaya letus gunungapi bencana geologi budaya
177,Pantai Parangtritis,Bahari,4.5,pantai parangtritis bahasa jawa translit pasisir parangtritis tempat wisata letak desa parangtritis kretek kabupaten bantul daerah istimewa yogyakarta jarak kurang lebih 27 km pusat kota yogyakarta pantai bilang salah satu destinasi wisata kenal yogyakarta paling favorit wisatawan sejak lama bahkan pantai parangtritis jadi ikon pariwisata yogyakarta pantai parangtritis punya nilai simbolis rupa garis sifat magis hubung panggung krapyak keraton yogyakarta tugu yogyakarta gunung rapi kenal bagai garis imajiner yogyakarta npantai letak sisi timur pantai parangkusumo kenal wisatawan milik legenda lekat ratu kidul bagai kuasa laut selatan indah pantai rupa pantai cukup luas yogyakarta beda pantai kawasan yogyakarta lai pantai gunungkidul ukur relatif kecil bahari
178,Goa Pindul,Cagar Alam,4.5,gua pindul objek wisata upa gua letak desa bejiharjo camat karangmojo kabupaten gunungkidul gua pindul kenal cara susur gua laku naik ban pelampung atas alir sungai bawah tanah gua giat kenal istilah cave tubing cagar alam
179,Candi Ratu Boko,Budaya,4.6,situs ratu baka candi boko hanacaraka bahasa jawa candhi ratu baka situs purbakala rupa kompleks jumlah sisa bangun kira 3 km belah selatan kompleks candi prambanan 18 km belah timur kota yogyakarta 50 km barat daya kota surakarta jawa tengah indonesia situs ratu boko letak buah bukit tinggi 196 meter muka laut luas seluruh kompleks 25 ha budaya
180,Pantai Depok Jogja,Bahari,4.3,pantai depok bahasa jawa translit pasisir dh pok rupa objek wisata pantai letak camat kretek kabupaten bantul daerah istimewa yogyakarta tiga puluh kilometer belah selatan kota yogyakarta pantai kenal pasar ikan ikan rupa hasil tangkap nelayan pantai depok bahari
181,Pantai Sundak,Bahari,4.5,pantai sundak rupa salah satu pantai indah gunung kidul tepat dekat pantai indrayanti pantai pasir putih memilii air bersih bening segar ombak pantai sundak sangat besar jadi main air pantai sundak harap hati main air jalan tepi pantai nikmat indah pantai jalan tepi pantai jauh 40 meter akan temu batu karang kecil jajar batu karang sebut tempat sembunyi hewan laut kecil tetap hati batu karang sebut tajam bahari
